filename,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
FONDECYT_SL00289_Lamina2.txt,30.89091438345316,56.52205299999999,40.67743699999998,71.96737351348506,1.6155630000000052,2.858287896938219,15.844616000000013,28.032626486514943,0.0,0.0
Slachevsky_DFT_12_Desagradable.txt,18.032840097090077,69.68743099999999,57.209904000000016,82.09501079183134,0.08909599999999962,0.12785088892141774,12.477526999999979,17.90498920816866,0.0,0.0
Slachevsky_CTR_043_Animales.txt,43.3080836584835,38.316401,22.586150999999994,58.946431320624285,0.863849000000005,2.2545149791077845,14.253250000000001,37.198822509452285,1.4770000000000003,3.854746169923424
FONDECYT_KSL0009_RutinaDiaria.txt,12.625331344594107,67.494688,59.09713000000001,87.55819420929838,0.12387000000000015,0.1835255538924784,8.397557999999997,12.441805790701629,0.0,0.0
FONDECYT_BE00143_Lectura.txt,17.88951288610924,83.81750300000003,69.54048000000003,82.9665374307321,0.7175200000000002,0.8560503168413403,14.277023000000003,17.0334625692679,0.0,0.0
Slachevsky_EP_19_Lamina_1.txt,30.5628570654824,33.491931,24.472420000000007,73.06959995827056,1.2165799999999987,3.632457023752971,9.019510999999993,26.93040004172943,0.0,0.0
Slachevsky_EP_24_Desagradable.txt,15.616855711701943,31.514801,26.79509,85.02382737558774,0.2019100000000007,0.6406830872896856,4.719711,14.976172624412259,0.0,0.0
Slachevsky_DFT_20_a.txt,54.7957447529138,14.467314999999997,6.920420999999991,47.83486776917481,0.3805790000000021,2.6306125220885987,5.152894000000005,35.61748672784139,2.394000000000002,16.547645502983812
Slachevsky_DFT_23_Interéses.txt,10.54487101296303,61.19967700000001,55.310125000000006,90.37649822890405,0.5638750000000057,0.9213692418670864,5.889551999999998,9.623501771095945,0.0,0.0
Slachevsky_EP_21_Desagradable.txt,28.128269633513238,72.205149,52.619545000000016,72.87505909031503,0.7244550000000015,1.0033287238282709,19.585603999999986,27.124940909684963,0.0,0.0
FONDECYT_SL00369_RutinaDiaria.txt,20.376609047388158,105.58832899999999,85.08550400000001,80.58229996233771,1.0124960000000054,0.9589090097258813,20.502824999999966,19.417700037662275,0.0,0.0
FONDECYT_KSL0011_RutinaDiaria.txt,14.087244248449016,119.977376,107.17443499999996,89.32887063641061,4.098564999999999,3.416114884859624,12.802941000000052,10.671129363589392,0.0,0.0
FONDECYT_CS0012_Lectura.txt,11.04979855475018,81.427584,72.43000000000002,88.95020144524983,0.0,0.0,8.997583999999987,11.049798554750177,0.0,0.0
Slachevsky_EP_06_Interéses.txt,25.85700073663552,131.72322399999996,100.56901199999992,76.34873255152026,2.905463000000001,2.2057332881557787,22.591687000000036,17.15087614314697,8.562525000000013,6.5003913053327755
GERO_COH_044_Agradable.txt,26.138996694242874,24.894145999999996,18.752533,75.32908740874261,0.3654669999999991,1.4680841029854936,2.6786129999999893,10.760011610761783,3.4630000000000045,13.910900980495596
Slachevsky_AD_22_s.txt,70.11038763619267,34.279925999999996,12.133305000000004,35.394781774033014,1.8871680000000033,5.505169410225691,14.421094000000021,42.068626402519136,7.725526999999971,22.536591823447846
FONDECYT_SL00288_Lectura.txt,12.901347656781056,157.730739,137.61217400000007,87.24499414156683,0.23082599999999331,0.14634179834787517,20.11856499999995,12.755005858433181,0.0,0.0
Slachevsky_CTR_049_Animales.txt,16.672569622056265,55.890083000000025,46.69988499999998,83.55665709066841,0.12811499999999398,0.2292267127246777,9.190198000000043,16.443342909331587,0.0,0.0
Slachevsky_AD_02_Interéses.txt,29.792426568282345,108.72624600000002,78.30205900000001,72.01762396910127,1.9680000000000213,1.8100505373836056,20.863245999999997,19.188785383061962,9.560941,8.79359064783677
GERO_COH_100_LetraS.txt,81.11950344775643,12.959442000000003,3.412543000000001,26.3324840683727,0.9657359999999966,7.4519875161291385,5.879178000000005,45.3659810352946,3.6677209999999967,28.301534896332697
Slachevsky_DFT_01_Animales.txt,86.00209799128768,22.431932999999997,4.566000000000004,20.354911010121175,1.426000000000002,6.35700900140885,10.955932999999991,48.84078870955968,6.910000000000004,30.80430028031915
FONDECYT_KSL0022_RecuerdoAgradable.txt,19.407158091403954,45.250916999999994,36.46900000000001,80.59284190859606,0.0,0.0,8.781916999999986,19.407158091403954,0.0,0.0
