start,end,start [s],end [s],dur [s],speaker
25398,34091,1.587,2.131,0.543,SPEAKER_02
59898,71035,3.744,4.44,0.696,SPEAKER_02
86791,102275,5.424,6.392,0.968,SPEAKER_02
116672,154431,7.292,9.652,2.36,SPEAKER_02
185127,192461,11.57,12.029,0.458,SPEAKER_02
205500,235110,12.844,14.694,1.851,SPEAKER_02
238913,257657,14.932,16.104,1.171,SPEAKER_02
264719,299490,16.545,18.718,2.173,SPEAKER_02
311171,324482,19.448,20.28,0.832,SPEAKER_02
351375,388590,21.961,24.287,2.326,SPEAKER_02
409235,419830,25.577,26.239,0.662,SPEAKER_01
419830,420101,26.239,26.256,0.017,SPEAKER_02
420101,435042,26.256,27.19,0.934,SPEAKER_01
444821,446179,27.801,27.886,0.085,SPEAKER_01
449983,454057,28.124,28.379,0.255,SPEAKER_01
474159,488556,29.635,30.535,0.9,SPEAKER_02
508930,537181,31.808,33.574,1.766,SPEAKER_02
537181,538268,33.574,33.642,0.068,SPEAKER_00
559728,570865,34.983,35.679,0.696,SPEAKER_00
595585,684957,37.224,42.81,5.586,SPEAKER_00
704516,733039,44.032,45.815,1.783,SPEAKER_00
725432,839524,45.34,52.47,7.131,SPEAKER_03
842241,871035,52.64,54.44,1.8,SPEAKER_03
942750,943565,58.922,58.973,0.051,SPEAKER_03
957962,965297,59.873,60.331,0.458,SPEAKER_03
