start,end,start [s],end [s],dur [s],speaker
135,7741,0.008,0.484,0.475,SPEAKER_01
25127,44142,1.57,2.759,1.188,SPEAKER_01
52835,66689,3.302,4.168,0.866,SPEAKER_01
92767,106621,5.798,6.664,0.866,SPEAKER_01
178879,190288,11.18,11.893,0.713,SPEAKER_01
190288,190560,11.893,11.91,0.017,SPEAKER_00
233480,250865,14.593,15.679,1.087,SPEAKER_00
278573,291341,17.411,18.209,0.798,SPEAKER_00
406519,420373,25.407,26.273,0.866,SPEAKER_02
459762,477419,28.735,29.839,1.104,SPEAKER_02
508930,517623,31.808,32.351,0.543,SPEAKER_02
589066,615687,36.817,38.48,1.664,SPEAKER_03
684957,687945,42.81,42.997,0.187,SPEAKER_03
687945,710764,42.997,44.423,1.426,SPEAKER_05
710764,711035,44.423,44.44,0.017,SPEAKER_03
762376,776502,47.649,48.531,0.883,SPEAKER_05
857181,871850,53.574,54.491,0.917,SPEAKER_04
892767,910424,55.798,56.902,1.104,SPEAKER_04
