start,end,start [s],end [s],dur [s],speaker
13989,25670,0.874,1.604,0.73,SPEAKER_00
31103,44414,1.944,2.776,0.832,SPEAKER_00
48488,59083,3.031,3.693,0.662,SPEAKER_00
72393,82173,4.525,5.136,0.611,SPEAKER_00
104448,115042,6.528,7.19,0.662,SPEAKER_00
129983,131069,8.124,8.192,0.068,SPEAKER_00
135144,147096,8.447,9.194,0.747,SPEAKER_00
163938,173174,10.246,10.823,0.577,SPEAKER_00
196808,222342,12.301,13.896,1.596,SPEAKER_00
231850,241901,14.491,15.119,0.628,SPEAKER_00
266621,275585,16.664,17.224,0.56,SPEAKER_00
283735,297317,17.733,18.582,0.849,SPEAKER_00
322580,335076,20.161,20.942,0.781,SPEAKER_00
374736,427164,23.421,26.698,3.277,SPEAKER_00
460305,550492,28.769,34.406,5.637,SPEAKER_00
574940,597758,35.934,37.36,1.426,SPEAKER_00
621120,634159,38.82,39.635,0.815,SPEAKER_00
661052,675178,41.316,42.199,0.883,SPEAKER_00
702342,724889,43.896,45.306,1.409,SPEAKER_00
759932,774057,47.496,48.379,0.883,SPEAKER_00
833276,858268,52.08,53.642,1.562,SPEAKER_00
906078,925365,56.63,57.835,1.205,SPEAKER_00
949269,958777,59.329,59.924,0.594,SPEAKER_00
