start,end,start [s],end [s],dur [s],speaker
10186,37623,0.637,2.351,1.715,SPEAKER_01
40339,42784,2.521,2.674,0.153,SPEAKER_00
42784,44414,2.674,2.776,0.102,SPEAKER_01
53106,63429,3.319,3.964,0.645,SPEAKER_01
63429,66417,3.964,4.151,0.187,SPEAKER_00
70220,80000,4.389,5.0,0.611,SPEAKER_00
70764,77826,4.423,4.864,0.441,SPEAKER_01
81358,102275,5.085,6.392,1.307,SPEAKER_00
126994,141120,7.937,8.82,0.883,SPEAKER_00
239728,242716,14.983,15.17,0.187,SPEAKER_01
257113,270424,16.07,16.902,0.832,SPEAKER_01
303565,309269,18.973,19.329,0.357,SPEAKER_01
317419,328285,19.839,20.518,0.679,SPEAKER_01
343497,347572,21.469,21.723,0.255,SPEAKER_01
361426,373106,22.589,23.319,0.73,SPEAKER_01
383972,388590,23.998,24.287,0.289,SPEAKER_01
401901,410050,25.119,25.628,0.509,SPEAKER_01
424719,435585,26.545,27.224,0.679,SPEAKER_01
473344,490730,29.584,30.671,1.087,SPEAKER_01
547504,560000,34.219,35.0,0.781,SPEAKER_01
571952,686587,35.747,42.912,7.165,SPEAKER_01
798505,822682,49.907,51.418,1.511,SPEAKER_01
