start,end,start [s],end [s],dur [s],speaker
11001,66417,0.688,4.151,3.463,SPEAKER_00
72937,100916,4.559,6.307,1.749,SPEAKER_00
121561,145195,7.598,9.075,1.477,SPEAKER_00
163123,215280,10.195,13.455,3.26,SPEAKER_00
250050,275585,15.628,17.224,1.596,SPEAKER_00
301392,314431,18.837,19.652,0.815,SPEAKER_00
330458,374193,20.654,23.387,2.733,SPEAKER_00
392665,411680,24.542,25.73,1.188,SPEAKER_00
437758,449983,27.36,28.124,0.764,SPEAKER_00
468183,511103,29.261,31.944,2.683,SPEAKER_00
531205,544787,33.2,34.049,0.849,SPEAKER_00
582003,626553,36.375,39.16,2.784,SPEAKER_00
635517,655348,39.72,40.959,1.239,SPEAKER_00
676808,693378,42.301,43.336,1.036,SPEAKER_00
709949,742818,44.372,46.426,2.054,SPEAKER_00
770254,781392,48.141,48.837,0.696,SPEAKER_00
805840,832190,50.365,52.012,1.647,SPEAKER_00
856910,884074,53.557,55.255,1.698,SPEAKER_00
861256,866960,53.829,54.185,0.357,SPEAKER_01
904176,974261,56.511,60.891,4.38,SPEAKER_00
960407,971816,60.025,60.739,0.713,SPEAKER_01
