start,end,start [s],end [s],dur [s],speaker
3123,15891,0.195,0.993,0.798,SPEAKER_00
32190,39252,2.012,2.453,0.441,SPEAKER_01
49032,72937,3.065,4.559,1.494,SPEAKER_00
111511,126179,6.969,7.886,0.917,SPEAKER_01
128896,129439,8.056,8.09,0.034,SPEAKER_01
129439,132971,8.09,8.311,0.221,SPEAKER_00
132971,151171,8.311,9.448,1.138,SPEAKER_01
230220,238913,14.389,14.932,0.543,SPEAKER_01
255483,273684,15.968,17.105,1.138,SPEAKER_00
323395,371477,20.212,23.217,3.005,SPEAKER_00
402988,410594,25.187,25.662,0.475,SPEAKER_01
418743,445636,26.171,27.852,1.681,SPEAKER_00
538539,587436,33.659,36.715,3.056,SPEAKER_00
548862,561358,34.304,35.085,0.781,SPEAKER_01
653174,659966,40.823,41.248,0.424,SPEAKER_01
659966,677894,41.248,42.368,1.121,SPEAKER_00
911511,926179,56.969,57.886,0.917,SPEAKER_00
