start,end,start [s],end [s],dur [s],speaker
135,6112,0.008,0.382,0.374,SPEAKER_02
25398,73208,1.587,4.576,2.988,SPEAKER_02
80543,107979,5.034,6.749,1.715,SPEAKER_02
134601,146825,8.413,9.177,0.764,SPEAKER_02
148183,182954,9.261,11.435,2.173,SPEAKER_02
233752,285636,14.61,17.852,3.243,SPEAKER_02
324753,341052,20.297,21.316,1.019,SPEAKER_01
341052,341867,21.316,21.367,0.051,SPEAKER_02
411952,424719,25.747,26.545,0.798,SPEAKER_01
430696,438030,26.919,27.377,0.458,SPEAKER_00
449983,454872,28.124,28.43,0.306,SPEAKER_01
466010,466281,29.126,29.143,0.017,SPEAKER_00
466281,467368,29.143,29.211,0.068,SPEAKER_01
467368,476332,29.211,29.771,0.56,SPEAKER_00
483667,488013,30.229,30.501,0.272,SPEAKER_00
