start,end,start [s],end [s],dur [s],speaker
8828,54736,0.552,3.421,2.869,SPEAKER_00
89779,108794,5.611,6.8,1.188,SPEAKER_00
131884,162037,8.243,10.127,1.885,SPEAKER_00
179694,199524,11.231,12.47,1.239,SPEAKER_00
200611,203056,12.538,12.691,0.153,SPEAKER_00
204685,222342,12.793,13.896,1.104,SPEAKER_00
248421,265263,15.526,16.579,1.053,SPEAKER_00
289439,323123,18.09,20.195,2.105,SPEAKER_00
366587,380713,22.912,23.795,0.883,SPEAKER_00
385874,398641,24.117,24.915,0.798,SPEAKER_00
415212,431239,25.951,26.952,1.002,SPEAKER_00
451069,484482,28.192,30.28,2.088,SPEAKER_00
506213,510016,31.638,31.876,0.238,SPEAKER_00
523327,533106,32.708,33.319,0.611,SPEAKER_00
546146,569507,34.134,35.594,1.46,SPEAKER_00
581731,593412,36.358,37.088,0.73,SPEAKER_00
631171,656977,39.448,41.061,1.613,SPEAKER_00
716468,749881,44.779,46.868,2.088,SPEAKER_00
786825,800135,49.177,50.008,0.832,SPEAKER_00
818607,852835,51.163,53.302,2.139,SPEAKER_00
857724,871307,53.608,54.457,0.849,SPEAKER_00
878098,910696,54.881,56.919,2.037,SPEAKER_00
911782,912054,56.986,57.003,0.017,SPEAKER_00
916129,918573,57.258,57.411,0.153,SPEAKER_00
929711,957691,58.107,59.856,1.749,SPEAKER_00
995721,1033752,62.233,64.61,2.377,SPEAKER_00
