start,end,start [s],end [s],dur [s],speaker
52835,80000,3.302,5.0,1.698,SPEAKER_02
134601,160135,8.413,10.008,1.596,SPEAKER_02
247877,253039,15.492,15.815,0.323,SPEAKER_01
270152,284278,16.885,17.767,0.883,SPEAKER_01
284278,305738,17.767,19.109,1.341,SPEAKER_00
335076,353548,20.942,22.097,1.154,SPEAKER_01
372563,379354,23.285,23.71,0.424,SPEAKER_00
