start,end,start [s],end [s],dur [s],speaker
18064,49575,1.129,3.098,1.969,SPEAKER_01
54465,124278,3.404,7.767,4.363,SPEAKER_01
153344,169915,9.584,10.62,1.036,SPEAKER_01
179694,189745,11.231,11.859,0.628,SPEAKER_01
206315,219354,12.895,13.71,0.815,SPEAKER_01
235110,242173,14.694,15.136,0.441,SPEAKER_01
244074,256570,15.255,16.036,0.781,SPEAKER_01
278573,296502,17.411,18.531,1.121,SPEAKER_01
332631,361969,20.789,22.623,1.834,SPEAKER_01
398370,416842,24.898,26.053,1.154,SPEAKER_00
434227,457045,27.139,28.565,1.426,SPEAKER_00
512733,521969,32.046,32.623,0.577,SPEAKER_00
552393,573582,34.525,35.849,1.324,SPEAKER_02
584719,597215,36.545,37.326,0.781,SPEAKER_02
614601,618404,38.413,38.65,0.238,SPEAKER_00
618404,626010,38.65,39.126,0.475,SPEAKER_02
