start,end,start [s],end [s],dur [s],speaker
135,80271,0.008,5.017,5.008,SPEAKER_00
84074,97113,5.255,6.07,0.815,SPEAKER_00
98200,104448,6.138,6.528,0.39,SPEAKER_00
120203,129439,7.513,8.09,0.577,SPEAKER_00
129439,129711,8.09,8.107,0.017,SPEAKER_01
139762,140305,8.735,8.769,0.034,SPEAKER_01
140305,151171,8.769,9.448,0.679,SPEAKER_00
193276,203870,12.08,12.742,0.662,SPEAKER_01
239728,251680,14.983,15.73,0.747,SPEAKER_01
285636,297317,17.852,18.582,0.73,SPEAKER_01
357623,369303,22.351,23.081,0.73,SPEAKER_01
405432,415483,25.34,25.968,0.628,SPEAKER_01
470084,480950,29.38,30.059,0.679,SPEAKER_01
616230,627640,38.514,39.228,0.713,SPEAKER_01
683327,695823,42.708,43.489,0.781,SPEAKER_01
725704,737385,45.357,46.087,0.73,SPEAKER_01
874023,881086,54.626,55.068,0.441,SPEAKER_00
919117,940848,57.445,58.803,1.358,SPEAKER_00
991918,1002784,61.995,62.674,0.679,SPEAKER_01
1073412,1085908,67.088,67.869,0.781,SPEAKER_00
