start,end,start [s],end [s],dur [s],speaker
45485,59336,2.063,2.691,0.628,SPEAKER_00
64203,71690,2.912,3.251,0.34,SPEAKER_00
97521,105008,4.423,4.762,0.34,SPEAKER_00
134957,154424,6.121,7.003,0.883,SPEAKER_00
158917,181753,7.207,8.243,1.036,SPEAKER_00
197102,217692,8.939,9.873,0.934,SPEAKER_00
231169,275344,10.484,12.487,2.003,SPEAKER_00
288446,305293,13.081,13.846,0.764,SPEAKER_00
310908,334493,14.1,15.17,1.07,SPEAKER_00
376047,417976,17.054,18.956,1.902,SPEAKER_00
430330,471136,19.516,21.367,1.851,SPEAKER_00
487608,493223,22.114,22.368,0.255,SPEAKER_00
514188,538521,23.319,24.423,1.104,SPEAKER_00
557239,577455,25.272,26.188,0.917,SPEAKER_00
588311,609276,26.681,27.632,0.951,SPEAKER_00
627994,643343,28.48,29.177,0.696,SPEAKER_00
651953,672543,29.567,30.501,0.934,SPEAKER_00
696128,711851,31.57,32.284,0.713,SPEAKER_00
755652,773247,34.27,35.068,0.798,SPEAKER_00
792339,809560,35.934,36.715,0.781,SPEAKER_00
864217,889300,39.194,40.331,1.138,SPEAKER_00
901279,917002,40.874,41.587,0.713,SPEAKER_00
955936,974654,43.353,44.202,0.849,SPEAKER_00
1025942,1033804,46.528,46.885,0.357,SPEAKER_00
1070866,1088835,48.565,49.38,0.815,SPEAKER_00
1104558,1120282,50.093,50.806,0.713,SPEAKER_00
1158092,1176436,52.521,53.353,0.832,SPEAKER_00
1197775,1216119,54.321,55.153,0.832,SPEAKER_00
1253181,1271899,56.834,57.683,0.849,SPEAKER_00
1283879,1301848,58.226,59.041,0.815,SPEAKER_00
