,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
,%,,,%,,%,,%,,%
item,,,,,,,,,,
REDLAT_MA742_CraftIm.txt,10.622675176080534,31.187576999999997,30.717310999999995,98.49213678895285,2.842689,9.114811965033386,0.47026600000000185,1.5078632110471484,0.0,0.0
REDLAT_CU356_CraftIm.txt,90.80243350349689,11.341836999999998,7.917398999999998,69.8070250877349,6.874226000000003,60.60945859123178,1.4860630000000017,13.102489482083035,1.938374999999999,17.090485430182074
REDLAT_BN00040_CraftIm.txt,22.321926648655143,29.255360000000003,29.012500000000003,99.16986152281154,6.287499999999998,21.491788171466688,0.2428600000000003,0.8301384771884546,0.0,0.0
REDLAT_CU411_CraftIm.txt,54.43163946411945,0.950585,0.6265830000000001,65.9155151827559,0.19341699999999995,20.34715464687534,0.3240019999999999,34.08448481724411,0.0,0.0
REDLAT_BE00179_CraftIm.txt,67.02879251740215,35.618004,32.9722,92.5717229971674,21.228513999999997,59.60051551456953,1.4065180000000042,3.9488961818298525,1.2392859999999999,3.4793808210027715
REDLAT_MA347_CraftIm.txt,12.871193907745113,34.539460999999996,34.28691,99.26880445528667,4.1930900000000015,12.139998363031784,0.25255099999999686,0.7311955447133263,0.0,0.0
REDLAT_CU192_CraftIm.txt,47.14516952245455,34.449979,32.258787000000005,93.63949684845964,14.050308999999999,40.78466637091418,1.900287999999996,5.516078834184474,0.2909039999999976,0.8444243173558904
REDLAT_SL00278_CraftIm.txt,33.27806222314597,28.252252000000006,22.54054,79.78316206439047,3.690089999999998,13.061224287536431,2.9823420000000014,10.556121331495985,2.729370000000004,9.660716604113553
REDLAT_CU614_CraftIm.txt,35.503357958323825,53.724014,51.969389,96.73400241463716,17.319204000000003,32.23736037296097,1.2032180000000015,2.239627887819405,0.5514069999999975,1.0263696975434442
REDLAT_SL00368_CraftIm.txt,20.57328965300553,51.53715899999999,51.137134999999994,99.22381441320815,10.202865000000006,19.797104066213677,0.40002400000000055,0.7761855867918537,0.0,0.0
REDLAT_AF198_CraftIm.txt,159.45874675081228,11.706386999999996,7.266999999999996,62.07722331407631,14.227471000000005,121.53597006488859,2.453858000000004,20.961702359575202,1.985528999999996,16.961074326348488
REDLAT_BN00114_CraftIm.txt,21.539773175839542,30.767181,24.14,78.46022682416046,0.0,0.0,0.46718099999999996,1.5184394046370382,6.16,20.021333771202503
REDLAT_CU172_CraftIm.txt,43.20564392570901,22.093558,19.367246,87.6601496237048,6.819351999999997,30.865793549413798,1.9229100000000008,8.703487233699528,0.803402000000002,3.636363142595692
REDLAT_LO00879_CraftIm.txt,55.032712167741934,56.464922,31.839956000000008,56.388913456747545,6.449212000000004,11.42162562448949,2.174133999999995,3.8504153074009295,22.450831999999995,39.76067123585152
REDLAT_CU189_CraftIm.txt,34.0348667035294,24.820012000000013,22.101277000000003,89.04619788257956,5.728722999999997,23.08106458610896,2.7187350000000094,10.953802117420443,0.0,0.0
REDLAT_CU222_CraftIm.txt,19.344041558335963,34.626217999999994,33.154053999999995,95.7484123735373,5.225946000000007,15.092453931873264,1.4721639999999994,4.251587626462698,0.0,0.0
REDLAT_CU547_CraftIm.txt,15.456420764320434,23.191319999999997,21.643386,93.32537345869059,2.0366139999999984,8.781794223011017,1.5479339999999988,6.674626541309417,0.0,0.0
REDLAT_MA522_CraftIm.txt,5.315480384907903,44.228138,42.2686,95.56947660785538,0.3913999999999991,0.8849569927632926,1.9595379999999993,4.43052339214461,0.0,0.0
REDLAT_CU493_CraftIm.txt,61.64168011409667,16.42817,11.030785000000003,67.14554938255449,4.729214999999998,28.787229496651165,5.397384999999999,32.854450617445515,0.0,0.0
