start,end,start [s],end [s],dur [s],speaker
33005,45229,2.063,2.827,0.764,SPEAKER_00
57996,71850,3.625,4.491,0.866,SPEAKER_00
191918,194906,11.995,12.182,0.187,SPEAKER_00
197623,247334,12.351,15.458,3.107,SPEAKER_00
272325,329643,17.02,20.603,3.582,SPEAKER_00
348930,380984,21.808,23.812,2.003,SPEAKER_00
360339,372020,22.521,23.251,0.73,SPEAKER_01
560000,567877,35.0,35.492,0.492,SPEAKER_00
626281,664312,39.143,41.52,2.377,SPEAKER_00
664312,689575,41.52,43.098,1.579,SPEAKER_01
770254,788455,48.141,49.278,1.138,SPEAKER_01
846315,941392,52.895,58.837,5.942,SPEAKER_00
955517,962308,59.72,60.144,0.424,SPEAKER_00
980509,1008488,61.282,63.031,1.749,SPEAKER_00
1032122,1053039,64.508,65.815,1.307,SPEAKER_00
1084550,1084821,67.784,67.801,0.017,SPEAKER_01
1084821,1087538,67.801,67.971,0.17,SPEAKER_00
1087538,1088081,67.971,68.005,0.034,SPEAKER_01
1088081,1095144,68.005,68.447,0.441,SPEAKER_00
1095144,1095415,68.447,68.463,0.017,SPEAKER_01
1095415,1095959,68.463,68.497,0.034,SPEAKER_00
1122580,1175008,70.161,73.438,3.277,SPEAKER_00
1181799,1183429,73.862,73.964,0.102,SPEAKER_01
1183429,1183701,73.964,73.981,0.017,SPEAKER_00
1183701,1191850,73.981,74.491,0.509,SPEAKER_01
1236672,1248081,77.292,78.005,0.713,SPEAKER_01
1248081,1292359,78.005,80.772,2.767,SPEAKER_00
