start,end,start [s],end [s],dur [s],speaker
40611,66146,2.538,4.134,1.596,SPEAKER_00
92767,131884,5.798,8.243,2.445,SPEAKER_00
134601,210933,8.413,13.183,4.771,SPEAKER_00
223701,309541,13.981,19.346,5.365,SPEAKER_00
313616,342954,19.601,21.435,1.834,SPEAKER_00
349202,355721,21.825,22.233,0.407,SPEAKER_00
380713,419830,23.795,26.239,2.445,SPEAKER_00
436400,492631,27.275,30.789,3.514,SPEAKER_00
495348,665670,30.959,41.604,10.645,SPEAKER_00
668930,712937,41.808,44.559,2.75,SPEAKER_00
724346,1053853,45.272,65.866,20.594,SPEAKER_00
1064448,1194567,66.528,74.66,8.132,SPEAKER_00
1215483,1236400,75.968,77.275,1.307,SPEAKER_00
1251884,1278234,78.243,79.89,1.647,SPEAKER_00
1311375,1493650,81.961,93.353,11.392,SPEAKER_00
1508862,1596876,94.304,99.805,5.501,SPEAKER_00
1599592,1652563,99.975,103.285,3.311,SPEAKER_00
1660713,1782410,103.795,111.401,7.606,SPEAKER_00
1790560,1847606,111.91,115.475,3.565,SPEAKER_00
1864176,1971205,116.511,123.2,6.689,SPEAKER_00
1973650,1991307,123.353,124.457,1.104,SPEAKER_00
2013853,2125772,125.866,132.861,6.995,SPEAKER_00
2032325,2039117,127.02,127.445,0.424,SPEAKER_01
2126859,2161629,132.929,135.102,2.173,SPEAKER_00
2177928,2273005,136.121,142.063,5.942,SPEAKER_00
2285772,2391443,142.861,149.465,6.604,SPEAKER_00
2416162,2469677,151.01,154.355,3.345,SPEAKER_00
2485161,2506349,155.323,156.647,1.324,SPEAKER_00
2552258,2640814,159.516,165.051,5.535,SPEAKER_00
2643803,2695959,165.238,168.497,3.26,SPEAKER_00
2708726,2801358,169.295,175.085,5.789,SPEAKER_00
2807606,2845093,175.475,177.818,2.343,SPEAKER_00
2855415,2891001,178.463,180.688,2.224,SPEAKER_00
