start,end,start [s],end [s],dur [s],speaker
28930,67504,1.808,4.219,2.411,SPEAKER_01
84617,103904,5.289,6.494,1.205,SPEAKER_01
144380,176162,9.024,11.01,1.986,SPEAKER_01
191918,229949,11.995,14.372,2.377,SPEAKER_01
236740,252767,14.796,15.798,1.002,SPEAKER_01
298947,356264,18.684,22.267,3.582,SPEAKER_00
420916,464651,26.307,29.041,2.733,SPEAKER_00
514906,515178,32.182,32.199,0.017,SPEAKER_01
515178,527945,32.199,32.997,0.798,SPEAKER_00
527945,530118,32.997,33.132,0.136,SPEAKER_01
562988,589609,35.187,36.851,1.664,SPEAKER_01
