start,end,start [s],end [s],dur [s],speaker
135,13446,0.008,0.84,0.832,SPEAKER_01
69405,80543,4.338,5.034,0.696,SPEAKER_01
134329,151171,8.396,9.448,1.053,SPEAKER_01
198438,213650,12.402,13.353,0.951,SPEAKER_01
271782,281018,16.986,17.564,0.577,SPEAKER_01
314974,331001,19.686,20.688,1.002,SPEAKER_01
417657,438845,26.104,27.428,1.324,SPEAKER_00
540441,550220,33.778,34.389,0.611,SPEAKER_01
630628,653718,39.414,40.857,1.443,SPEAKER_01
738200,762920,46.138,47.683,1.545,SPEAKER_01
775415,783022,48.463,48.939,0.475,SPEAKER_01
947368,966926,59.211,60.433,1.222,SPEAKER_01
