start,end,start [s],end [s],dur [s],speaker
23225,33548,1.452,2.097,0.645,SPEAKER_01
69949,83531,4.372,5.221,0.849,SPEAKER_01
146010,160950,9.126,10.059,0.934,SPEAKER_01
271782,295687,16.986,18.48,1.494,SPEAKER_01
301663,309541,18.854,19.346,0.492,SPEAKER_00
309541,316061,19.346,19.754,0.407,SPEAKER_01
317962,329643,19.873,20.603,0.73,SPEAKER_01
436400,477419,27.275,29.839,2.564,SPEAKER_01
510831,520611,31.927,32.538,0.611,SPEAKER_01
576298,590152,36.019,36.885,0.866,SPEAKER_01
646112,659422,40.382,41.214,0.832,SPEAKER_01
785466,797691,49.092,49.856,0.764,SPEAKER_01
834091,848217,52.131,53.014,0.883,SPEAKER_01
