start,end,start [s],end [s],dur [s],speaker
135,3123,0.008,0.195,0.187,SPEAKER_00
14804,20237,0.925,1.265,0.34,SPEAKER_00
38166,91680,2.385,5.73,3.345,SPEAKER_00
108794,129168,6.8,8.073,1.273,SPEAKER_00
140577,176434,8.786,11.027,2.241,SPEAKER_00
198981,225602,12.436,14.1,1.664,SPEAKER_00
228862,240543,14.304,15.034,0.73,SPEAKER_00
250322,269066,15.645,16.817,1.171,SPEAKER_00
272597,284006,17.037,17.75,0.713,SPEAKER_00
300305,336706,18.769,21.044,2.275,SPEAKER_00
345942,361697,21.621,22.606,0.985,SPEAKER_00
376638,394023,23.54,24.626,1.087,SPEAKER_00
401629,427436,25.102,26.715,1.613,SPEAKER_00
441018,476876,27.564,29.805,2.241,SPEAKER_00
495891,505942,30.993,31.621,0.628,SPEAKER_00
517894,539626,32.368,33.727,1.358,SPEAKER_00
546960,606723,34.185,37.92,3.735,SPEAKER_00
620033,674091,38.752,42.131,3.379,SPEAKER_00
677894,696366,42.368,43.523,1.154,SPEAKER_00
709949,762376,44.372,47.649,3.277,SPEAKER_00
769168,842241,48.073,52.64,4.567,SPEAKER_00
847945,869405,52.997,54.338,1.341,SPEAKER_00
887877,1002784,55.492,62.674,7.182,SPEAKER_00
1012835,1083463,63.302,67.716,4.414,SPEAKER_00
1093242,1152190,68.328,72.012,3.684,SPEAKER_00
1167674,1308115,72.98,81.757,8.778,SPEAKER_00
1318438,1365704,82.402,85.357,2.954,SPEAKER_00
1374125,1443395,85.883,90.212,4.329,SPEAKER_00
1451816,1488488,90.739,93.031,2.292,SPEAKER_00
1493921,1555042,93.37,97.19,3.82,SPEAKER_00
1569983,1626485,98.124,101.655,3.531,SPEAKER_00
