start,end,start [s],end [s],dur [s],speaker
38981,62886,2.436,3.93,1.494,SPEAKER_00
63972,91137,3.998,5.696,1.698,SPEAKER_00
113955,198981,7.122,12.436,5.314,SPEAKER_02
205772,279117,12.861,17.445,4.584,SPEAKER_02
272597,278030,17.037,17.377,0.34,SPEAKER_01
279117,284278,17.445,17.767,0.323,SPEAKER_01
284278,284550,17.767,17.784,0.017,SPEAKER_02
284550,284821,17.784,17.801,0.017,SPEAKER_01
306010,324210,19.126,20.263,1.138,SPEAKER_02
351103,371205,21.944,23.2,1.256,SPEAKER_02
405976,422275,25.374,26.392,1.019,SPEAKER_02
448624,469269,28.039,29.329,1.29,SPEAKER_02
535280,556740,33.455,34.796,1.341,SPEAKER_02
648828,655076,40.552,40.942,0.39,SPEAKER_02
