start,end,start [s],end [s],dur [s],speaker
81358,98471,5.085,6.154,1.07,SPEAKER_00
154159,189202,9.635,11.825,2.19,SPEAKER_00
198709,285636,12.419,17.852,5.433,SPEAKER_00
298675,315789,18.667,19.737,1.07,SPEAKER_00
320407,349745,20.025,21.859,1.834,SPEAKER_00
372563,403803,23.285,25.238,1.952,SPEAKER_00
424719,521426,26.545,32.589,6.044,SPEAKER_00
538268,641222,33.642,40.076,6.435,SPEAKER_00
540984,552937,33.812,34.559,0.747,SPEAKER_01
657249,773786,41.078,48.362,7.284,SPEAKER_00
733310,739015,45.832,46.188,0.357,SPEAKER_01
800135,878098,50.008,54.881,4.873,SPEAKER_00
879185,882716,54.949,55.17,0.221,SPEAKER_00
890050,921561,55.628,57.598,1.969,SPEAKER_00
937317,957147,58.582,59.822,1.239,SPEAKER_00
979694,1149473,61.231,71.842,10.611,SPEAKER_00
1190764,1227436,74.423,76.715,2.292,SPEAKER_00
