start,end,start [s],end [s],dur [s],speaker
135,153344,0.008,9.584,9.576,SPEAKER_00
156604,193005,9.788,12.063,2.275,SPEAKER_00
205772,253310,12.861,15.832,2.971,SPEAKER_00
264448,312529,16.528,19.533,3.005,SPEAKER_00
322580,433955,20.161,27.122,6.961,SPEAKER_00
447266,461663,27.954,28.854,0.9,SPEAKER_00
502410,556468,31.401,34.779,3.379,SPEAKER_00
566791,623022,35.424,38.939,3.514,SPEAKER_00
627368,657792,39.211,41.112,1.902,SPEAKER_00
670288,676808,41.893,42.301,0.407,SPEAKER_00
689032,736027,43.065,46.002,2.937,SPEAKER_00
744448,761561,46.528,47.598,1.07,SPEAKER_00
800135,831918,50.008,51.995,1.986,SPEAKER_00
863157,914227,53.947,57.139,3.192,SPEAKER_00
963667,977249,60.229,61.078,0.849,SPEAKER_00
