start,end,start [s],end [s],dur [s],speaker
13446,26485,0.84,1.655,0.815,SPEAKER_01
39524,91680,2.47,5.73,3.26,SPEAKER_01
102818,121833,6.426,7.615,1.188,SPEAKER_01
151986,171816,9.499,10.739,1.239,SPEAKER_01
203327,221256,12.708,13.829,1.121,SPEAKER_01
244346,258200,15.272,16.138,0.866,SPEAKER_01
266078,284550,16.63,17.784,1.154,SPEAKER_01
378811,425263,23.676,26.579,2.903,SPEAKER_00
523599,570865,32.725,35.679,2.954,SPEAKER_01
595042,612971,37.19,38.311,1.121,SPEAKER_01
643938,657792,40.246,41.112,0.866,SPEAKER_01
751782,774057,46.986,48.379,1.392,SPEAKER_01
866689,884617,54.168,55.289,1.121,SPEAKER_01
