start,end,start [s],end [s],dur [s],speaker
135,10186,0.008,0.637,0.628,SPEAKER_02
57181,66146,3.574,4.134,0.56,SPEAKER_02
93853,103904,5.866,6.494,0.628,SPEAKER_02
147096,160679,9.194,10.042,0.849,SPEAKER_02
215551,225059,13.472,14.066,0.594,SPEAKER_02
260373,276400,16.273,17.275,1.002,SPEAKER_02
302207,311443,18.888,19.465,0.577,SPEAKER_02
344312,353005,21.52,22.063,0.543,SPEAKER_02
368760,380984,23.048,23.812,0.764,SPEAKER_02
412767,423089,25.798,26.443,0.645,SPEAKER_02
474159,486112,29.635,30.382,0.747,SPEAKER_02
643938,660237,40.246,41.265,1.019,SPEAKER_01
720271,731680,45.017,45.73,0.713,SPEAKER_01
886791,934601,55.424,58.413,2.988,SPEAKER_00
943022,956061,58.939,59.754,0.815,SPEAKER_02
