start,end,start [s],end [s],dur [s],speaker
3938,25398,0.246,1.587,1.341,SPEAKER_01
50390,66689,3.149,4.168,1.019,SPEAKER_01
84074,95483,5.255,5.968,0.713,SPEAKER_01
112054,148998,7.003,9.312,2.309,SPEAKER_01
184312,199796,11.52,12.487,0.968,SPEAKER_01
245432,262546,15.34,16.409,1.07,SPEAKER_01
296230,313616,18.514,19.601,1.087,SPEAKER_01
360339,375280,22.521,23.455,0.934,SPEAKER_01
418743,452156,26.171,28.26,2.088,SPEAKER_01
563531,580645,35.221,36.29,1.07,SPEAKER_01
644482,658064,40.28,41.129,0.849,SPEAKER_01
708590,723259,44.287,45.204,0.917,SPEAKER_01
763463,782750,47.716,48.922,1.205,SPEAKER_01
816162,834906,51.01,52.182,1.171,SPEAKER_00
859626,874295,53.727,54.643,0.917,SPEAKER_01
