start,end,start [s],end [s],dur [s],speaker
28930,67504,1.808,4.219,2.411,SPEAKER_04
84617,103904,5.289,6.494,1.205,SPEAKER_03
144380,145466,9.024,9.092,0.068,SPEAKER_02
145466,146281,9.092,9.143,0.051,SPEAKER_04
146281,147368,9.143,9.211,0.068,SPEAKER_02
147368,147640,9.211,9.228,0.017,SPEAKER_04
147640,175891,9.228,10.993,1.766,SPEAKER_02
175891,176162,10.993,11.01,0.017,SPEAKER_04
191918,229949,11.995,14.372,2.377,SPEAKER_04
236740,252767,14.796,15.798,1.002,SPEAKER_04
298947,355993,18.684,22.25,3.565,SPEAKER_01
355993,356264,22.25,22.267,0.017,SPEAKER_00
420916,464651,26.307,29.041,2.733,SPEAKER_00
514906,515178,32.182,32.199,0.017,SPEAKER_03
515178,527945,32.199,32.997,0.798,SPEAKER_00
527945,530118,32.997,33.132,0.136,SPEAKER_03
562988,589609,35.187,36.851,1.664,SPEAKER_03
