start,end,start [s],end [s],dur [s],speaker
12088,15891,0.756,0.993,0.238,SPEAKER_02
39524,49847,2.47,3.115,0.645,SPEAKER_02
69405,76740,4.338,4.796,0.458,SPEAKER_01
79185,92224,4.949,5.764,0.815,SPEAKER_02
94940,101460,5.934,6.341,0.407,SPEAKER_01
188115,197894,11.757,12.368,0.611,SPEAKER_02
215008,222886,13.438,13.93,0.492,SPEAKER_02
234838,243803,14.677,15.238,0.56,SPEAKER_00
246247,257928,15.39,16.121,0.73,SPEAKER_02
285908,292971,17.869,18.311,0.441,SPEAKER_02
315246,323395,19.703,20.212,0.509,SPEAKER_02
329371,340780,20.586,21.299,0.713,SPEAKER_00
367402,369847,22.963,23.115,0.153,SPEAKER_02
383972,391307,23.998,24.457,0.458,SPEAKER_02
