start,end,start [s],end [s],dur [s],speaker
135,179422,0.008,11.214,11.205,SPEAKER_00
35449,40882,2.216,2.555,0.34,SPEAKER_01
77555,78913,4.847,4.932,0.085,SPEAKER_01
184040,257657,11.503,16.104,4.601,SPEAKER_00
273955,335076,17.122,20.942,3.82,SPEAKER_00
344040,382614,21.503,23.913,2.411,SPEAKER_00
404074,415483,25.255,25.968,0.713,SPEAKER_00
443191,525229,27.699,32.827,5.127,SPEAKER_00
517894,518438,32.368,32.402,0.034,SPEAKER_01
527945,551850,32.997,34.491,1.494,SPEAKER_00
567606,629269,35.475,39.329,3.854,SPEAKER_00
630899,696095,39.431,43.506,4.075,SPEAKER_00
654804,655891,40.925,40.993,0.068,SPEAKER_01
709405,794974,44.338,49.686,5.348,SPEAKER_00
799049,827300,49.941,51.706,1.766,SPEAKER_00
829202,857181,51.825,53.574,1.749,SPEAKER_00
870492,1020169,54.406,63.761,9.355,SPEAKER_00
1022342,1051137,63.896,65.696,1.8,SPEAKER_00
1053039,1072054,65.815,67.003,1.188,SPEAKER_00
