,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
,%,,,%,,%,,%,,%
item,,,,,,,,,,
REDLAT_CU381_CraftDe.txt,24.039894227931864,17.435605000000002,13.540552,77.6603507592653,0.2964479999999947,1.7002449871971443,3.810053000000004,21.8521410642189,0.08500000000000085,0.4875081765158183
REDLAT_CU497_CraftDe.txt,15.486363395639554,21.695907,19.099999999999998,88.03503812954213,0.7639999999999989,3.5214015251816804,2.5959070000000004,11.964961870457872,0.0,0.0
REDLAT_CU470_CraftDe.txt,28.13151295304488,19.441066,13.971999999999996,71.86848704695512,0.0,0.0,4.790066000000003,24.638906117596655,0.679,3.492606835448221
REDLAT_CU614_CraftDe.txt,17.07751228446957,34.32850699999998,30.192025999999984,87.95030322757701,1.7259739999999986,5.02781551204659,4.1364809999999945,12.04969677242298,0.0,0.0
REDLAT_CU430_CraftDe.txt,36.78411369331151,6.710685000000002,4.3272189999999995,64.48252302112226,0.08500000000000002,1.2666367144337725,1.905685000000002,28.397771613479122,0.47778100000000007,7.119705365398614
REDLAT_CU417_CraftDe.txt,13.125535960774085,15.298461000000001,13.750228000000002,89.87981209351712,0.4597719999999992,3.005348054291207,1.5482329999999997,10.120187906482878,0.0,0.0
REDLAT_CU435_CraftDe.txt,38.066666666666684,12.000000000000002,7.923,66.02499999999999,0.49100000000000166,4.09166666666668,1.7950000000000008,14.958333333333337,2.282,19.016666666666662
REDLAT_CU023_CraftDe.txt,18.725261920323074,30.644052000000002,25.352392,82.73185282416307,0.44651899999999856,1.4571147444861356,5.2835709999999985,17.24175053612361,0.008089000000005342,0.026396639713329496
REDLAT_CU434_CraftDe.txt,17.10870747298828,27.238246999999998,25.950345,95.27171480602257,3.3722100000000053,12.380422279010853,1.2564570000000024,4.612840907125934,0.03144499999999795,0.11544428685149213
REDLAT_CU307_CraftDe.txt,17.507801880636354,19.987809000000006,18.905372999999997,94.58451899355248,2.4169899999999966,12.092320874188841,0.3507990000000065,1.7550647997487188,0.731637,3.660416206698792
REDLAT_CU491_CraftDe.txt,13.094170849413237,11.667772000000001,10.613987000000002,90.968412821231,0.47401299999999935,4.062583670644226,1.0537850000000006,9.03158717876901,0.0,0.0
REDLAT_CU315_CraftDe.txt,46.67623540976366,26.547548000000006,16.463935,62.01678211486799,2.307782999999999,8.693017524631648,0.689331000000001,2.596590088094015,9.394282000000008,35.386627797037995
REDLAT_CU235_CraftDe.txt,9.641244894017786,22.565198,20.516815999999995,90.92238410671156,0.12718399999999974,0.5636290007293521,2.0483820000000037,9.077615893288433,0.0,0.0
REDLAT_CU147_CraftDe.txt,36.424703919565296,19.315866000000007,13.384419000000007,69.29235789894175,1.1042999999999825,5.717061818507035,0.3181659999999953,1.6471744005678812,5.613281000000006,29.060467700490385
REDLAT_CU377_CraftDe.txt,36.0918885787333,6.747868,4.552552,67.46652424143448,0.24011699999999936,3.5584128201677827,0.7389849999999987,10.951384941139908,1.4563310000000012,21.58209081742561
REDLAT_CU653_CraftDe.txt,15.04296502590231,23.809248999999998,23.603816,99.13717144123277,3.3761839999999963,14.180136467135089,0.2054329999999993,0.8628285587672225,0.0,0.0
REDLAT_CU656_CraftDe.txt,10.55828449171158,10.654335,10.52021,98.74112274487334,0.9907899999999998,9.29940723658492,0.13412499999999916,1.2588772551266614,0.0,0.0
REDLAT_CU405_CraftDe.txt,9.418161754893502,23.012632999999997,22.604633,98.22706076266893,1.759367000000001,7.6452225175624235,0.4079999999999999,1.772939237331078,0.0,0.0
REDLAT_CU343_CraftDe.txt,81.39632737403846,43.272960999999995,19.662429000000007,45.438140921301894,11.612068999999996,26.834468295340358,12.460030000000003,28.794031450725097,11.150501999999987,25.767827627973016
REDLAT_CU447_CraftDe.txt,52.39135189621761,18.630905000000002,10.000017,53.6743491526579,1.130095000000002,6.065701048875521,1.4090000000000005,7.562702939014504,7.221888,38.76294790832758
REDLAT_CU439_CraftDe.txt,28.58393378384686,21.156892,18.184427,85.95037021505806,3.0750069999999945,14.534303998904917,2.7358989999999994,12.931478782422293,0.23656599999999983,1.118151002519651
REDLAT_CU211_CraftDe.txt,6.8465782013764285,23.750784,22.370334,94.18777081211297,0.24566599999999994,1.034349013489407,1.3804500000000006,5.812229187887022,0.0,0.0
REDLAT_CU021_CraftDe.txt,16.902174884330893,11.97424599999999,10.815668999999998,90.32442627285265,0.8653310000000032,7.226601157183541,0.564576999999991,4.714927353254572,0.5940000000000012,4.960646373892784
REDLAT_CU633_CraftDe.txt,12.660136307362379,3.8642079999999988,3.8179969999999988,98.80412752108582,0.44300300000000137,11.464263828448196,0.04621100000000017,1.1958724789141832,0.0,0.0
REDLAT_CU184_CraftDe.txt,21.35023046007395,25.620056,20.954068999999997,81.78775643581729,0.8039540000000001,3.1379868958912502,3.809010000000003,14.86729771394724,0.8569770000000005,3.344945850235458
REDLAT_CU452_CraftDe.txt,44.92677857674219,43.99347699999999,24.397,55.45594861710977,0.1683750000000046,0.38272719385195364,17.794851999999995,40.44884199537127,1.8016249999999978,4.095209387518969
REDLAT_CU065_CraftDe.txt,77.4330883603377,76.14403900000002,17.670745999999994,23.20699851501178,0.48738800000000637,0.640086875349502,54.765427,71.92345943193266,3.7078660000000134,4.869542053055541
REDLAT_CU038_CraftDe.txt,33.73758399535473,30.513741000000003,20.525571000000003,67.2666488189698,0.3064289999999975,1.0042328143245285,8.816169999999996,28.892458646745396,1.1720000000000026,3.8408925342848077
