start,end,start [s],end [s],dur [s],speaker
12631,21595,0.789,1.35,0.56,SPEAKER_00
63157,71850,3.947,4.491,0.543,SPEAKER_00
106621,127266,6.664,7.954,1.29,SPEAKER_00
137045,141663,8.565,8.854,0.289,SPEAKER_00
157147,160950,9.822,10.059,0.238,SPEAKER_00
198438,207402,12.402,12.963,0.56,SPEAKER_00
230492,239185,14.406,14.949,0.543,SPEAKER_00
296230,304108,18.514,19.007,0.492,SPEAKER_00
367674,385874,22.98,24.117,1.138,SPEAKER_00
400000,412767,25.0,25.798,0.798,SPEAKER_00
481765,512190,30.11,32.012,1.902,SPEAKER_01
519796,549949,32.487,34.372,1.885,SPEAKER_00
549949,603191,34.372,37.699,3.328,SPEAKER_01
603191,642580,37.699,40.161,2.462,SPEAKER_00
728964,738200,45.56,46.138,0.577,SPEAKER_00
817792,830016,51.112,51.876,0.764,SPEAKER_00
920475,935144,57.53,58.447,0.917,SPEAKER_00
940033,944923,58.752,59.058,0.306,SPEAKER_00
984040,993820,61.503,62.114,0.611,SPEAKER_00
