start,end,start [s],end [s],dur [s],speaker
407,2580,0.025,0.161,0.136,SPEAKER_02
24584,45500,1.537,2.844,1.307,SPEAKER_02
87877,103904,5.492,6.494,1.002,SPEAKER_02
230764,237826,14.423,14.864,0.441,SPEAKER_01
496977,500780,31.061,31.299,0.238,SPEAKER_01
525772,551850,32.861,34.491,1.63,SPEAKER_00
700984,768081,43.812,48.005,4.194,SPEAKER_01
797147,826485,49.822,51.655,1.834,SPEAKER_00
847130,847945,52.946,52.997,0.051,SPEAKER_02
849303,854736,53.081,53.421,0.34,SPEAKER_02
856638,857453,53.54,53.591,0.051,SPEAKER_02
856910,869405,53.557,54.338,0.781,SPEAKER_00
857453,866146,53.591,54.134,0.543,SPEAKER_01
953887,962852,59.618,60.178,0.56,SPEAKER_02
