start,end,start [s],end [s],dur [s],speaker
14533,24040,0.908,1.503,0.594,SPEAKER_01
31918,42512,1.995,2.657,0.662,SPEAKER_01
51205,61528,3.2,3.846,0.645,SPEAKER_01
69134,79728,4.321,4.983,0.662,SPEAKER_01
84617,96842,5.289,6.053,0.764,SPEAKER_01
113955,125365,7.122,7.835,0.713,SPEAKER_01
133514,147640,8.345,9.228,0.883,SPEAKER_01
158505,170186,9.907,10.637,0.73,SPEAKER_01
183769,194363,11.486,12.148,0.662,SPEAKER_01
211748,225874,13.234,14.117,0.883,SPEAKER_01
246791,256298,15.424,16.019,0.594,SPEAKER_01
282105,291069,17.632,18.192,0.56,SPEAKER_01
308455,323395,19.278,20.212,0.934,SPEAKER_01
354091,388862,22.131,24.304,2.173,SPEAKER_01
463293,473616,28.956,29.601,0.645,SPEAKER_00
495348,495891,30.959,30.993,0.034,SPEAKER_00
495891,505670,30.993,31.604,0.611,SPEAKER_02
563531,563803,35.221,35.238,0.017,SPEAKER_02
563803,564074,35.238,35.255,0.017,SPEAKER_03
564074,571137,35.255,35.696,0.441,SPEAKER_02
637962,651001,39.873,40.688,0.815,SPEAKER_03
676808,689032,42.301,43.065,0.764,SPEAKER_03
711035,722444,44.44,45.153,0.713,SPEAKER_03
739830,750424,46.239,46.902,0.662,SPEAKER_03
767266,778675,47.954,48.667,0.713,SPEAKER_03
802037,813989,50.127,50.874,0.747,SPEAKER_03
834363,843327,52.148,52.708,0.56,SPEAKER_03
865602,874838,54.1,54.677,0.577,SPEAKER_03
903633,913684,56.477,57.105,0.628,SPEAKER_03
943837,954431,58.99,59.652,0.662,SPEAKER_03
