start,end,start [s],end [s],dur [s],speaker
135,33005,0.008,2.063,2.054,SPEAKER_03
54736,210662,3.421,13.166,9.745,SPEAKER_03
82988,93039,5.187,5.815,0.628,SPEAKER_02
164482,174804,10.28,10.925,0.645,SPEAKER_02
218811,270696,13.676,16.919,3.243,SPEAKER_03
276400,278573,17.275,17.411,0.136,SPEAKER_03
278573,279117,17.411,17.445,0.034,SPEAKER_00
279117,298132,17.445,18.633,1.188,SPEAKER_03
284278,286723,17.767,17.92,0.153,SPEAKER_00
298132,306825,18.633,19.177,0.543,SPEAKER_00
306825,313887,19.177,19.618,0.441,SPEAKER_01
313887,321494,19.618,20.093,0.475,SPEAKER_03
318777,382886,19.924,23.93,4.007,SPEAKER_00
382071,417113,23.879,26.07,2.19,SPEAKER_03
