start,end,start [s],end [s],dur [s],speaker
8013,73480,0.501,4.593,4.092,SPEAKER_00
79456,169371,4.966,10.586,5.62,SPEAKER_00
193276,212835,12.08,13.302,1.222,SPEAKER_00
246247,288624,15.39,18.039,2.649,SPEAKER_00
315246,376366,19.703,23.523,3.82,SPEAKER_00
401629,467368,25.102,29.211,4.109,SPEAKER_00
492088,515449,30.756,32.216,1.46,SPEAKER_00
545874,565432,34.117,35.34,1.222,SPEAKER_00
601561,611884,37.598,38.243,0.645,SPEAKER_00
643938,664040,40.246,41.503,1.256,SPEAKER_00
668930,691748,41.808,43.234,1.426,SPEAKER_00
709405,726519,44.338,45.407,1.07,SPEAKER_00
739830,757215,46.239,47.326,1.087,SPEAKER_00
766723,834091,47.92,52.131,4.211,SPEAKER_00
854736,876468,53.421,54.779,1.358,SPEAKER_00
