start,end,start [s],end [s],dur [s],speaker
135,3395,0.008,0.212,0.204,SPEAKER_01
5025,11816,0.314,0.739,0.424,SPEAKER_01
29745,39252,1.859,2.453,0.594,SPEAKER_01
97113,112054,6.07,7.003,0.934,SPEAKER_00
112054,114770,7.003,7.173,0.17,SPEAKER_01
118030,124821,7.377,7.801,0.424,SPEAKER_01
146553,154702,9.16,9.669,0.509,SPEAKER_00
187843,198709,11.74,12.419,0.679,SPEAKER_00
233480,248149,14.593,15.509,0.917,SPEAKER_00
401901,414125,25.119,25.883,0.764,SPEAKER_00
480950,495891,30.059,30.993,0.934,SPEAKER_00
646112,690390,40.382,43.149,2.767,SPEAKER_01
888149,927538,55.509,57.971,2.462,SPEAKER_00
1003599,1016638,62.725,63.54,0.815,SPEAKER_01
1043531,1068251,65.221,66.766,1.545,SPEAKER_01
