start,end,start [s],end [s],dur [s],speaker
24855,33005,1.553,2.063,0.509,SPEAKER_00
44142,52835,2.759,3.302,0.543,SPEAKER_00
69405,126723,4.338,7.92,3.582,SPEAKER_00
161494,219354,10.093,13.71,3.616,SPEAKER_00
226689,310084,14.168,19.38,5.212,SPEAKER_00
358166,393752,22.385,24.61,2.224,SPEAKER_00
429337,460033,26.834,28.752,1.919,SPEAKER_00
517079,549405,32.317,34.338,2.02,SPEAKER_00
570865,598573,35.679,37.411,1.732,SPEAKER_01
582818,586893,36.426,36.681,0.255,SPEAKER_00
627368,744991,39.211,46.562,7.351,SPEAKER_00
782478,801222,48.905,50.076,1.171,SPEAKER_00
893039,894940,55.815,55.934,0.119,SPEAKER_00
894940,896027,55.934,56.002,0.068,SPEAKER_01
