start,end,start [s],end [s],dur [s],speaker
18607,43056,1.163,2.691,1.528,SPEAKER_00
53378,69134,3.336,4.321,0.985,SPEAKER_00
91680,107436,5.73,6.715,0.985,SPEAKER_00
134872,150084,8.43,9.38,0.951,SPEAKER_00
182954,196808,11.435,12.301,0.866,SPEAKER_00
258200,265806,16.138,16.613,0.475,SPEAKER_00
316061,332088,19.754,20.756,1.002,SPEAKER_00
363327,374736,22.708,23.421,0.713,SPEAKER_00
402716,412767,25.17,25.798,0.628,SPEAKER_00
470084,482037,29.38,30.127,0.747,SPEAKER_00
535008,553480,33.438,34.593,1.154,SPEAKER_00
584991,599388,36.562,37.462,0.9,SPEAKER_00
650458,667300,40.654,41.706,1.053,SPEAKER_00
719728,732224,44.983,45.764,0.781,SPEAKER_00
776230,795789,48.514,49.737,1.222,SPEAKER_00
800950,818336,50.059,51.146,1.087,SPEAKER_00
850390,863429,53.149,53.964,0.815,SPEAKER_00
906078,916129,56.63,57.258,0.628,SPEAKER_00
