start,end,start [s],end [s],dur [s],speaker
5568,43599,0.348,2.725,2.377,SPEAKER_01
53921,55280,3.37,3.455,0.085,SPEAKER_00
77011,97657,4.813,6.104,1.29,SPEAKER_01
114227,159864,7.139,9.992,2.852,SPEAKER_01
159864,160679,9.992,10.042,0.051,SPEAKER_00
162037,166383,10.127,10.399,0.272,SPEAKER_00
180509,193005,11.282,12.063,0.781,SPEAKER_00
210390,250050,13.149,15.628,2.479,SPEAKER_01
251952,257113,15.747,16.07,0.323,SPEAKER_01
261460,269066,16.341,16.817,0.475,SPEAKER_01
305738,320950,19.109,20.059,0.951,SPEAKER_01
345398,396468,21.587,24.779,3.192,SPEAKER_01
409507,429066,25.594,26.817,1.222,SPEAKER_01
628455,633616,39.278,39.601,0.323,SPEAKER_01
676264,705602,42.267,44.1,1.834,SPEAKER_01
