start,end,start [s],end [s],dur [s],speaker
16706,99286,1.044,6.205,5.161,SPEAKER_00
115314,152801,7.207,9.55,2.343,SPEAKER_00
175348,220441,10.959,13.778,2.818,SPEAKER_00
251409,384787,15.713,24.049,8.336,SPEAKER_00
403531,426893,25.221,26.681,1.46,SPEAKER_00
462207,477419,28.888,29.839,0.951,SPEAKER_00
516808,525229,32.301,32.827,0.526,SPEAKER_00
535823,543701,33.489,33.981,0.492,SPEAKER_00
554295,604550,34.643,37.784,3.141,SPEAKER_00
616774,634974,38.548,39.686,1.138,SPEAKER_00
658064,722173,41.129,45.136,4.007,SPEAKER_00
740645,747707,46.29,46.732,0.441,SPEAKER_00
782750,832190,48.922,52.012,3.09,SPEAKER_00
