start,end,start [s],end [s],dur [s],speaker
43987,45110,1.995,2.046,0.051,SPEAKER_00
55218,92654,2.504,4.202,1.698,SPEAKER_00
131963,175014,5.985,7.937,1.952,SPEAKER_00
203840,274595,9.244,12.453,3.209,SPEAKER_00
312780,345350,14.185,15.662,1.477,SPEAKER_00
380914,510444,17.275,23.149,5.874,SPEAKER_00
558362,640722,25.323,29.058,3.735,SPEAKER_00
753031,770252,34.151,34.932,0.781,SPEAKER_01
1006101,1027440,45.628,46.596,0.968,SPEAKER_00
1080225,1231842,48.99,55.866,6.876,SPEAKER_00
1272273,1322812,57.699,59.992,2.292,SPEAKER_00
