start,end,start [s],end [s],dur [s],speaker
3667,85161,0.229,5.323,5.093,SPEAKER_00
91137,144651,5.696,9.041,3.345,SPEAKER_00
154431,208217,9.652,13.014,3.362,SPEAKER_00
211477,233752,13.217,14.61,1.392,SPEAKER_00
263633,288896,16.477,18.056,1.579,SPEAKER_00
290797,319049,18.175,19.941,1.766,SPEAKER_00
333174,354906,20.823,22.182,1.358,SPEAKER_04
383701,407877,23.981,25.492,1.511,SPEAKER_03
445908,495619,27.869,30.976,3.107,SPEAKER_03
503497,546417,31.469,34.151,2.683,SPEAKER_03
552393,555653,34.525,34.728,0.204,SPEAKER_03
618947,677894,38.684,42.368,3.684,SPEAKER_01
685772,709677,42.861,44.355,1.494,SPEAKER_01
709677,718913,44.355,44.932,0.577,SPEAKER_02
764278,849847,47.767,53.115,5.348,SPEAKER_02
863972,879456,53.998,54.966,0.968,SPEAKER_02
905806,913140,56.613,57.071,0.458,SPEAKER_02
924821,974261,57.801,60.891,3.09,SPEAKER_02
990560,993005,61.91,62.063,0.153,SPEAKER_02
1003056,1008760,62.691,63.048,0.357,SPEAKER_04
