start,end,start [s],end [s],dur [s],speaker
135,17521,0.008,1.095,1.087,SPEAKER_00
31375,74295,1.961,4.643,2.683,SPEAKER_00
82716,123191,5.17,7.699,2.53,SPEAKER_00
125636,146553,7.852,9.16,1.307,SPEAKER_00
158234,173989,9.89,10.874,0.985,SPEAKER_00
179694,203056,11.231,12.691,1.46,SPEAKER_00
222614,264448,13.913,16.528,2.615,SPEAKER_00
274770,298947,17.173,18.684,1.511,SPEAKER_00
329100,375008,20.569,23.438,2.869,SPEAKER_00
389405,430152,24.338,26.885,2.547,SPEAKER_00
436943,460305,27.309,28.769,1.46,SPEAKER_00
486383,504584,30.399,31.537,1.138,SPEAKER_00
560814,577385,35.051,36.087,1.036,SPEAKER_00
613786,630628,38.362,39.414,1.053,SPEAKER_00
655891,673820,40.993,42.114,1.121,SPEAKER_00
705331,723531,44.083,45.221,1.138,SPEAKER_00
755585,795517,47.224,49.72,2.496,SPEAKER_00
836536,884889,52.284,55.306,3.022,SPEAKER_00
928081,946825,58.005,59.177,1.171,SPEAKER_00
