start,end,start [s],end [s],dur [s],speaker
135,3395,0.008,0.212,0.204,SPEAKER_01
16162,42241,1.01,2.64,1.63,SPEAKER_01
67232,147911,4.202,9.244,5.042,SPEAKER_01
175891,198166,10.993,12.385,1.392,SPEAKER_01
226146,240000,14.134,15.0,0.866,SPEAKER_01
269066,282648,16.817,17.666,0.849,SPEAKER_01
290254,312258,18.141,19.516,1.375,SPEAKER_02
319864,320135,19.992,20.008,0.017,SPEAKER_02
323395,341324,20.212,21.333,1.121,SPEAKER_01
404074,444821,25.255,27.801,2.547,SPEAKER_01
463837,478777,28.99,29.924,0.934,SPEAKER_01
494261,509202,30.891,31.825,0.934,SPEAKER_01
535008,549949,33.438,34.372,0.934,SPEAKER_01
584719,599117,36.545,37.445,0.9,SPEAKER_01
630356,642852,39.397,40.178,0.781,SPEAKER_01
668658,720814,41.791,45.051,3.26,SPEAKER_01
759117,759388,47.445,47.462,0.017,SPEAKER_00
759388,768081,47.462,48.005,0.543,SPEAKER_01
768081,773514,48.005,48.345,0.34,SPEAKER_00
773514,774057,48.345,48.379,0.034,SPEAKER_01
786825,791443,49.177,49.465,0.289,SPEAKER_02
812359,821324,50.772,51.333,0.56,SPEAKER_00
845500,856366,52.844,53.523,0.679,SPEAKER_00
878913,894125,54.932,55.883,0.951,SPEAKER_00
992733,999252,62.046,62.453,0.407,SPEAKER_00
