start,end,start [s],end [s],dur [s],speaker
152801,165840,9.55,10.365,0.815,SPEAKER_03
216366,230764,13.523,14.423,0.9,SPEAKER_03
247334,286723,15.458,17.92,2.462,SPEAKER_03
291612,298132,18.226,18.633,0.407,SPEAKER_03
354634,364957,22.165,22.81,0.645,SPEAKER_02
387775,388319,24.236,24.27,0.034,SPEAKER_02
397011,410050,24.813,25.628,0.815,SPEAKER_02
416842,449983,26.053,28.124,2.071,SPEAKER_02
472258,491544,29.516,30.722,1.205,SPEAKER_02
502139,503497,31.384,31.469,0.085,SPEAKER_00
503497,518166,31.469,32.385,0.917,SPEAKER_02
518166,524414,32.385,32.776,0.39,SPEAKER_00
538539,608081,33.659,38.005,4.346,SPEAKER_00
804482,810730,50.28,50.671,0.39,SPEAKER_01
868319,878913,54.27,54.932,0.662,SPEAKER_01
926994,935687,57.937,58.48,0.543,SPEAKER_01
965297,978607,60.331,61.163,0.832,SPEAKER_01
