start,end,start [s],end [s],dur [s],speaker
4753,22410,0.297,1.401,1.104,SPEAKER_01
38438,57996,2.402,3.625,1.222,SPEAKER_01
65602,84617,4.1,5.289,1.188,SPEAKER_01
91680,117487,5.73,7.343,1.613,SPEAKER_01
127266,145466,7.954,9.092,1.138,SPEAKER_01
150356,178607,9.397,11.163,1.766,SPEAKER_01
180237,193005,11.265,12.063,0.798,SPEAKER_01
201154,221256,12.572,13.829,1.256,SPEAKER_01
275585,337521,17.224,21.095,3.871,SPEAKER_01
361969,383157,22.623,23.947,1.324,SPEAKER_01
410050,444006,25.628,27.75,2.122,SPEAKER_01
451884,453786,28.243,28.362,0.119,SPEAKER_01
453786,463022,28.362,28.939,0.577,SPEAKER_00
483667,523056,30.229,32.691,2.462,SPEAKER_01
561629,568964,35.102,35.56,0.458,SPEAKER_01
579830,645568,36.239,40.348,4.109,SPEAKER_01
664855,692835,41.553,43.302,1.749,SPEAKER_01
696095,717011,43.506,44.813,1.307,SPEAKER_01
734397,772427,45.9,48.277,2.377,SPEAKER_01
819966,861799,51.248,53.862,2.615,SPEAKER_01
