start,end,start [s],end [s],dur [s],speaker
32461,74838,2.029,4.677,2.649,SPEAKER_00
74838,80000,4.677,5.0,0.323,SPEAKER_02
90322,119388,5.645,7.462,1.817,SPEAKER_00
92224,96027,5.764,6.002,0.238,SPEAKER_02
124278,150084,7.767,9.38,1.613,SPEAKER_00
162037,197079,10.127,12.317,2.19,SPEAKER_02
246247,279660,15.39,17.479,2.088,SPEAKER_02
301935,325025,18.871,20.314,1.443,SPEAKER_02
358709,386417,22.419,24.151,1.732,SPEAKER_02
396468,416298,24.779,26.019,1.239,SPEAKER_02
467368,477962,29.211,29.873,0.662,SPEAKER_01
500237,526044,31.265,32.878,1.613,SPEAKER_02
527130,542886,32.946,33.93,0.985,SPEAKER_01
