start,end,start [s],end [s],dur [s],speaker
2852,13446,0.178,0.84,0.662,SPEAKER_00
57996,69405,3.625,4.338,0.713,SPEAKER_01
69405,75653,4.338,4.728,0.39,SPEAKER_00
108251,117487,6.766,7.343,0.577,SPEAKER_00
141935,158234,8.871,9.89,1.019,SPEAKER_00
220441,241629,13.778,15.102,1.324,SPEAKER_00
246791,261731,15.424,16.358,0.934,SPEAKER_01
280475,302207,17.53,18.888,1.358,SPEAKER_00
304651,343497,19.041,21.469,2.428,SPEAKER_00
485568,502682,30.348,31.418,1.07,SPEAKER_01
538268,551850,33.642,34.491,0.849,SPEAKER_00
555653,566519,34.728,35.407,0.679,SPEAKER_01
635517,650186,39.72,40.637,0.917,SPEAKER_01
682512,694465,42.657,43.404,0.747,SPEAKER_00
730322,741460,45.645,46.341,0.696,SPEAKER_01
761833,773514,47.615,48.345,0.73,SPEAKER_00
766994,769983,47.937,48.124,0.187,SPEAKER_01
869949,893853,54.372,55.866,1.494,SPEAKER_00
916129,975891,57.258,60.993,3.735,SPEAKER_00
