start,end,start [s],end [s],dur [s],speaker
147368,186213,9.211,11.638,2.428,participant
306825,315517,19.177,19.72,0.543,participant
344040,355993,21.503,22.25,0.747,participant
375008,388862,23.438,24.304,0.866,participant
517894,537996,32.368,33.625,1.256,participant
604278,611069,37.767,38.192,0.424,participant
679796,690390,42.487,43.149,0.662,participant
765093,774872,47.818,48.43,0.611,participant
792258,800407,49.516,50.025,0.509,participant
911782,921561,56.986,57.598,0.611,participant
980780,992190,61.299,62.012,0.713,participant
