start,end,start [s],end [s],dur [s],speaker
78370,91680,4.898,5.73,0.832,participant
142207,152529,8.888,9.533,0.645,participant
200611,210662,12.538,13.166,0.628,participant
349473,355721,21.842,22.233,0.39,participant
419830,438302,26.239,27.394,1.154,participant
488285,499422,30.518,31.214,0.696,participant
581731,593684,36.358,37.105,0.747,participant
658879,671375,41.18,41.961,0.781,participant
718370,733853,44.898,45.866,0.968,participant
796876,828658,49.805,51.791,1.986,participant
937860,943293,58.616,58.956,0.34,participant
