start,end,start [s],end [s],dur [s],speaker
135,3667,0.008,0.229,0.221,participant
18607,30831,1.163,1.927,0.764,participant
69949,79185,4.372,4.949,0.577,participant
89779,104176,5.611,6.511,0.9,participant
124006,135144,7.75,8.447,0.696,participant
158505,171273,9.907,10.705,0.798,participant
201969,235110,12.623,14.694,2.071,participant
264176,277758,16.511,17.36,0.849,participant
296502,301392,18.531,18.837,0.306,participant
312801,326383,19.55,20.399,0.849,participant
414940,424719,25.934,26.545,0.611,participant
498607,514363,31.163,32.148,0.985,participant
616774,629269,38.548,39.329,0.781,participant
736842,749337,46.053,46.834,0.781,participant
908522,943022,56.783,58.939,2.156,participant
953073,963938,59.567,60.246,0.679,participant
