start,end,start [s],end [s],dur [s],speaker
37351,50118,2.334,3.132,0.798,participant
57453,185670,3.591,11.604,8.014,participant
196264,229949,12.267,14.372,2.105,participant
248421,306010,15.526,19.126,3.599,participant
311714,329643,19.482,20.603,1.121,participant
338336,369847,21.146,23.115,1.969,participant
398370,452971,24.898,28.311,3.413,participant
492088,561358,30.756,35.085,4.329,participant
568692,667572,35.543,41.723,6.18,participant
695008,720000,43.438,45.0,1.562,participant
730322,755857,45.645,47.241,1.596,participant
791443,884617,49.465,55.289,5.823,participant
