start,end,start [s],end [s],dur [s],speaker
23497,125636,1.469,7.852,6.384,participant
143293,257657,8.956,16.104,7.148,participant
275585,275857,17.224,17.241,0.017,participant
302478,342139,18.905,21.384,2.479,participant
371477,436672,23.217,27.292,4.075,participant
461663,544244,28.854,34.015,5.161,participant
626010,704516,39.126,44.032,4.907,participant
747707,802037,46.732,50.127,3.396,participant
840611,856366,52.538,53.523,0.985,participant
892224,918845,55.764,57.428,1.664,participant
988658,1000067,61.791,62.504,0.713,participant
1063089,1157351,66.443,72.334,5.891,participant
1196196,1216298,74.762,76.019,1.256,participant
