start,end,start [s],end [s],dur [s],speaker
44414,50662,2.776,3.166,0.39,participant
66417,74295,4.151,4.643,0.492,participant
226960,269066,14.185,16.817,2.632,participant
282376,395653,17.649,24.728,7.08,participant
398370,489643,24.898,30.603,5.705,participant
505670,564889,31.604,35.306,3.701,participant
595585,686859,37.224,42.929,5.705,participant
727334,757487,45.458,47.343,1.885,participant
783837,802852,48.99,50.178,1.188,participant
820780,830288,51.299,51.893,0.594,participant
837079,851748,52.317,53.234,0.917,participant
860441,877283,53.778,54.83,1.053,participant
887606,910424,55.475,56.902,1.426,participant
935144,1078845,58.447,67.428,8.981,participant
1094057,1195653,68.379,74.728,6.35,participant
1219558,1236672,76.222,77.292,1.07,participant
1260033,1308930,78.752,81.808,3.056,participant
1338811,1357011,83.676,84.813,1.138,participant
1383361,1408896,86.46,88.056,1.596,participant
1409983,1427096,88.124,89.194,1.07,participant
