start,end,start [s],end [s],dur [s],speaker
48217,66417,3.014,4.151,1.138,participant
80271,109881,5.017,6.868,1.851,participant
113140,135687,7.071,8.48,1.409,participant
164210,231307,10.263,14.457,4.194,participant
244889,272869,15.306,17.054,1.749,participant
280203,295415,17.513,18.463,0.951,participant
314159,379898,19.635,23.744,4.109,participant
400543,471443,25.034,29.465,4.431,participant
496434,514091,31.027,32.131,1.104,participant
529575,601018,33.098,37.564,4.465,participant
642308,672190,40.144,42.012,1.868,participant
707504,745263,44.219,46.579,2.36,participant
769983,813718,48.124,50.857,2.733,participant
821595,866960,51.35,54.185,2.835,participant
910424,945738,56.902,59.109,2.207,participant
