start,end,start [s],end [s],dur [s],speaker
135,37623,0.008,2.351,2.343,participant
83531,123735,5.221,7.733,2.513,participant
190560,219354,11.91,13.71,1.8,participant
246519,290254,15.407,18.141,2.733,participant
314431,371205,19.652,23.2,3.548,participant
434770,457860,27.173,28.616,1.443,participant
471443,529032,29.465,33.065,3.599,participant
562716,565161,35.17,35.323,0.153,participant
566791,567334,35.424,35.458,0.034,participant
568149,581731,35.509,36.358,0.849,participant
588794,606994,36.8,37.937,1.138,participant
624651,712393,39.041,44.525,5.484,participant
719456,733310,44.966,45.832,0.866,participant
747707,824855,46.732,51.553,4.822,participant
857453,1040543,53.591,65.034,11.443,participant
1063633,1087266,66.477,67.954,1.477,participant
1096230,1131273,68.514,70.705,2.19,participant
1137792,1163870,71.112,72.742,1.63,participant
