start,end,start [s],end [s],dur [s],speaker
135,21867,0.008,1.367,1.358,participant
35721,50933,2.233,3.183,0.951,participant
52835,66146,3.302,4.134,0.832,participant
81086,118845,5.068,7.428,2.36,participant
130526,139219,8.158,8.701,0.543,participant
158777,169643,9.924,10.603,0.679,participant
177249,184312,11.078,11.52,0.441,participant
190560,204142,11.91,12.759,0.849,participant
