start,end,start [s],end [s],dur [s],speaker
14804,75925,0.925,4.745,3.82,participant
96842,107707,6.053,6.732,0.679,participant
131069,157691,8.192,9.856,1.664,participant
176706,193276,11.044,12.08,1.036,participant
203599,218539,12.725,13.659,0.934,participant
235382,265534,14.711,16.596,1.885,participant
285093,292156,17.818,18.26,0.441,participant
319592,333989,19.975,20.874,0.9,participant
347843,394023,21.74,24.626,2.886,participant
408421,452427,25.526,28.277,2.75,participant
456502,474431,28.531,29.652,1.121,participant
489643,506213,30.603,31.638,1.036,participant
511646,529847,31.978,33.115,1.138,participant
545874,603463,34.117,37.716,3.599,participant
616502,656434,38.531,41.027,2.496,participant
674091,681154,42.131,42.572,0.441,participant
688760,758030,43.048,47.377,4.329,participant
777589,831646,48.599,51.978,3.379,participant
847402,892767,52.963,55.798,2.835,participant
922105,982410,57.632,61.401,3.769,participant
998166,1070152,62.385,66.885,4.499,participant
1083191,1104651,67.699,69.041,1.341,participant
