start,end,start [s],end [s],dur [s],speaker
5297,13718,0.331,0.857,0.526,participant
164482,175076,10.28,10.942,0.662,participant
197351,200882,12.334,12.555,0.221,participant
213106,222071,13.319,13.879,0.56,participant
285365,295687,17.835,18.48,0.645,participant
331001,340509,20.688,21.282,0.594,participant
394838,411952,24.677,25.747,1.07,participant
441290,450797,27.581,28.175,0.594,participant
533378,540984,33.336,33.812,0.475,participant
563259,567877,35.204,35.492,0.289,participant
569779,590424,35.611,36.902,1.29,participant
630356,680611,39.397,42.538,3.141,participant
800950,808013,50.059,50.501,0.441,participant
865602,875925,54.1,54.745,0.645,participant
904448,906078,56.528,56.63,0.102,participant
926451,931612,57.903,58.226,0.323,participant
