start,end,start [s],end [s],dur [s],speaker
26485,39796,1.655,2.487,0.832,participant
80271,104448,5.017,6.528,1.511,participant
144108,168285,9.007,10.518,1.511,participant
217453,225874,13.591,14.117,0.526,participant
227775,250594,14.236,15.662,1.426,participant
278845,289711,17.428,18.107,0.679,participant
404074,412495,25.255,25.781,0.526,participant
437487,439117,27.343,27.445,0.102,participant
446179,450797,27.886,28.175,0.289,participant
470084,480407,29.38,30.025,0.645,participant
535008,554567,33.438,34.66,1.222,participant
596400,606723,37.275,37.92,0.645,participant
613242,632801,38.328,39.55,1.222,participant
703972,714295,43.998,44.643,0.645,participant
796061,815619,49.754,50.976,1.222,participant
888421,904719,55.526,56.545,1.019,participant
936502,946281,58.531,59.143,0.611,participant
967470,983769,60.467,61.486,1.019,participant
