start,end,start [s],end [s],dur [s],speaker
115857,130526,7.241,8.158,0.917,participant
203327,247877,12.708,15.492,2.784,participant
281561,294601,17.598,18.413,0.815,participant
360067,399185,22.504,24.949,2.445,participant
441561,458132,27.598,28.633,1.036,participant
530118,551035,33.132,34.44,1.307,participant
589609,595585,36.851,37.224,0.374,participant
596400,613786,37.275,38.362,1.087,participant
653718,702614,40.857,43.913,3.056,participant
733039,751239,45.815,46.952,1.138,participant
791986,836808,49.499,52.301,2.801,participant
882444,904176,55.153,56.511,1.358,participant
1101663,1127741,68.854,70.484,1.63,participant
1171205,1219558,73.2,76.222,3.022,participant
1344244,1348862,84.015,84.304,0.289,participant
1362716,1382275,85.17,86.392,1.222,participant
