start,end,start [s],end [s],dur [s],speaker
135,15891,0.008,0.993,0.985,SPEAKER_00
17792,24040,1.112,1.503,0.39,SPEAKER_00
31918,74023,1.995,4.626,2.632,SPEAKER_00
97928,98471,6.121,6.154,0.034,SPEAKER_00
116129,120475,7.258,7.53,0.272,SPEAKER_00
125636,144108,7.852,9.007,1.154,SPEAKER_00
232122,314974,14.508,19.686,5.178,SPEAKER_00
322580,346213,20.161,21.638,1.477,SPEAKER_00
365772,372563,22.861,23.285,0.424,SPEAKER_00
398641,437215,24.915,27.326,2.411,SPEAKER_00
554023,567877,34.626,35.492,0.866,SPEAKER_00
572224,595314,35.764,37.207,1.443,SPEAKER_00
717555,816977,44.847,51.061,6.214,SPEAKER_00
883259,896298,55.204,56.019,0.815,SPEAKER_00
1013106,1075857,63.319,67.241,3.922,SPEAKER_00
1148930,1151918,71.808,71.995,0.187,SPEAKER_00
1153005,1154906,72.063,72.182,0.119,SPEAKER_00
1155178,1155721,72.199,72.233,0.034,SPEAKER_00
1271171,1310560,79.448,81.91,2.462,SPEAKER_00
1333378,1349677,83.336,84.355,1.019,SPEAKER_00
1351035,1363531,84.44,85.221,0.781,SPEAKER_00
1368421,1417045,85.526,88.565,3.039,SPEAKER_00
