start,end,start [s],end [s],dur [s],speaker
26213,34906,1.638,2.182,0.543,SPEAKER_00
50118,77826,3.132,4.864,1.732,SPEAKER_00
114227,115314,7.139,7.207,0.068,SPEAKER_00
144380,153887,9.024,9.618,0.594,SPEAKER_00
173446,210933,10.84,13.183,2.343,SPEAKER_00
214465,220713,13.404,13.795,0.39,SPEAKER_01
233480,240000,14.593,15.0,0.407,SPEAKER_00
258743,272054,16.171,17.003,0.832,SPEAKER_00
303565,318777,18.973,19.924,0.951,SPEAKER_00
322037,329371,20.127,20.586,0.458,SPEAKER_00
398641,416027,24.915,26.002,1.087,SPEAKER_00
426349,426893,26.647,26.681,0.034,SPEAKER_00
426893,427164,26.681,26.698,0.017,SPEAKER_01
427164,434770,26.698,27.173,0.475,SPEAKER_00
568421,616502,35.526,38.531,3.005,SPEAKER_00
617860,625466,38.616,39.092,0.475,SPEAKER_01
762648,769983,47.666,48.124,0.458,SPEAKER_01
