start,end,start [s],end [s],dur [s],speaker
135,5568,0.008,0.348,0.34,SPEAKER_01
25942,35178,1.621,2.199,0.577,SPEAKER_01
49575,61256,3.098,3.829,0.73,SPEAKER_01
88421,96570,5.526,6.036,0.509,SPEAKER_01
109609,121018,6.851,7.564,0.713,SPEAKER_01
149813,161222,9.363,10.076,0.713,SPEAKER_01
192461,205500,12.029,12.844,0.815,SPEAKER_01
250050,276943,15.628,17.309,1.681,SPEAKER_01
282648,292156,17.666,18.26,0.594,SPEAKER_01
316332,325568,19.771,20.348,0.577,SPEAKER_01
342954,360339,21.435,22.521,1.087,SPEAKER_01
375280,407062,23.455,25.441,1.986,SPEAKER_01
532835,565704,33.302,35.357,2.054,SPEAKER_01
597487,609439,37.343,38.09,0.747,SPEAKER_01
642037,654804,40.127,40.925,0.798,SPEAKER_00
679796,680067,42.487,42.504,0.017,SPEAKER_00
680067,680611,42.504,42.538,0.034,SPEAKER_01
680611,687945,42.538,42.997,0.458,SPEAKER_00
687945,689032,42.997,43.065,0.068,SPEAKER_01
689032,689303,43.065,43.081,0.017,SPEAKER_00
689303,689575,43.081,43.098,0.017,SPEAKER_01
689575,690390,43.098,43.149,0.051,SPEAKER_00
690390,690933,43.149,43.183,0.034,SPEAKER_01
690933,691205,43.183,43.2,0.017,SPEAKER_00
733853,750696,45.866,46.919,1.053,SPEAKER_01
781392,791714,48.837,49.482,0.645,SPEAKER_01
869405,885432,54.338,55.34,1.002,SPEAKER_01
913955,928081,57.122,58.005,0.883,SPEAKER_01
937860,950628,58.616,59.414,0.798,SPEAKER_01
